,0,1,2,3,4,5,6,7,8,9,10
882,0.648,0.593,10.0,-6.267,1.0,0.0506,0.0188,0.0,0.169,0.712,160.979
883,0.593,0.68,7.0,-5.556,1.0,0.335,0.00182,4.84e-05,0.31,0.483,84.547
884,0.303,0.384,6.0,-7.342,1.0,0.0339,0.381,5.14e-06,0.0661,0.261,63.345
885,0.609,0.407,6.0,-8.026,1.0,0.0808,0.345,0.0,0.19,0.459,99.982
886,0.557,0.428,5.0,-11.299,1.0,0.137,0.0673,0.0019,0.139,0.0996,103.009
887,0.508,0.72,11.0,-5.908,0.0,0.0628,0.272,0.0,0.0563,0.472,79.983
888,0.23,0.694,7.0,-6.828,0.0,0.109,0.0619,0.00191,0.112,0.26,172.751
889,0.426,0.584,1.0,-5.293,1.0,0.296,0.0383,0.0,0.188,0.272,193.437
890,0.318,0.838,6.0,-6.039,1.0,0.0793,0.0091,8.51e-05,0.451,0.0668,140.005
891,0.694,0.825,1.0,-5.986,1.0,0.111,0.0895,1.86e-05,0.0618,0.788,121.949
892,0.588,0.461,6.0,-8.686,0.0,0.161,0.237,1.54e-05,0.0913,0.659,200.053
893,0.336,0.424,5.0,-7.203,1.0,0.0353,0.503,0.0,0.273,0.159,82.149
894,0.326,0.528,9.0,-8.374,1.0,0.032,0.159,3.55e-05,0.0862,0.289,166.213
895,0.495,0.403,1.0,-9.731,1.0,0.301,0.5,0.0,0.7,0.555,140.415
896,0.514,0.763,10.0,-3.58,0.0,0.052,0.161,0.0,0.118,0.474,139.748
897,0.764,0.751,8.0,-3.74,1.0,0.0703,0.00554,0.000237,0.164,0.418,91.977
898,0.632,0.376,11.0,-14.209,0.0,0.408,0.743,0.0,0.101,0.537,126.913
899,0.436,0.534,1.0,-9.416,0.0,0.0773,0.103,0.00643,0.507,0.325,122.822
900,0.931,0.387,1.0,-9.127,1.0,0.412,0.088,0.0,0.136,0.376,125.978
901,0.745,0.346,1.0,-7.709,1.0,0.331,0.00552,0.0,0.0881,0.112,203.911
902,0.792,0.56,9.0,-4.125,1.0,0.225,0.493,0.0,0.0849,0.505,134.044
903,0.603,0.457,11.0,-5.384,1.0,0.297,0.525,0.0,0.0905,0.458,73.724
904,0.643,0.904,0.0,-3.694,1.0,0.0739,0.0776,0.0,0.189,0.481,103.028
905,0.603,0.457,11.0,-5.384,1.0,0.297,0.525,0.0,0.0905,0.458,73.724
906,0.855,0.787,8.0,-4.134,0.0,0.334,0.313,0.0,0.194,0.702,88.003
907,0.877,0.547,7.0,-5.705,1.0,0.18,0.0122,1.51e-05,0.028,0.687,99.034
908,0.901,0.472,11.0,-8.416,0.0,0.194,0.0381,0.0,0.11,0.479,120.0
909,0.589,0.714,7.0,-6.308,1.0,0.258,0.0551,0.00013,0.131,0.42,118.611
910,0.643,0.766,6.0,-4.788,0.0,0.384,0.307,1.38e-05,0.107,0.463,97.092
911,0.896,0.515,2.0,-5.395,1.0,0.183,0.0338,0.0,0.317,0.174,138.016
912,0.894,0.59,9.0,-5.716,1.0,0.221,0.097,9.06e-06,0.329,0.575,147.009
913,0.696,0.817,1.0,-3.862,1.0,0.109,0.075,0.0,0.187,0.782,98.064
914,0.709,0.857,9.0,-3.394,1.0,0.0881,0.00219,0.0,0.103,0.446,126.038
915,0.91,0.444,1.0,-8.126,0.0,0.344,0.022,0.0,0.137,0.53,149.953
916,0.848,0.421,10.0,-8.025,0.0,0.0648,0.0656,0.00151,0.136,0.212,141.01
917,0.81,0.73,11.0,-5.209,0.0,0.223,0.313,0.0,0.105,0.568,157.003
918,0.835,0.756,10.0,-5.441,0.0,0.123,0.0523,0.028,0.0606,0.809,153.988
919,0.845,0.601,1.0,-5.283,1.0,0.161,0.0205,0.0,0.385,0.329,74.008
920,0.65,0.736,6.0,-5.84,0.0,0.229,0.0513,0.0,0.235,0.612,159.174
921,0.573,0.495,8.0,-7.245,0.0,0.592,0.405,0.0,0.0969,0.255,179.196
922,0.917,0.689,6.0,-6.225,1.0,0.264,0.0849,0.0,0.603,0.443,102.414
923,0.72,0.861,11.0,-4.339,1.0,0.209,0.269,5.11e-06,0.601,0.669,126.991
924,0.88,0.775,7.0,-5.133,1.0,0.0952,0.113,0.00264,0.0943,0.284,96.507
925,0.589,0.658,11.0,-5.288,0.0,0.203,0.0242,0.0,0.118,0.251,77.521
926,0.755,0.902,1.0,-2.835,0.0,0.0632,0.161,0.00199,0.137,0.76,108.992
927,0.652,0.877,10.0,-3.584,0.0,0.155,0.294,0.0,0.0959,0.415,81.986
928,0.876,0.637,9.0,-5.157,1.0,0.259,0.0515,0.0,0.0677,0.553,146.958
929,0.69,0.729,6.0,-5.08,0.0,0.372,0.276,5.08e-05,0.106,0.478,128.96
930,0.757,0.73,7.0,-6.304,1.0,0.187,0.0348,6.17e-05,0.136,0.451,90.013
931,0.77,0.715,1.0,-5.92,1.0,0.0449,0.0373,0.00172,0.0959,0.468,150.024
932,0.684,0.486,1.0,-10.155,1.0,0.132,0.00268,0.000148,0.157,0.355,131.913
933,0.873,0.561,1.0,-7.013,1.0,0.272,0.0766,2.93e-06,0.416,0.417,139.064
934,0.564,0.703,2.0,-5.459,1.0,0.269,0.437,0.00927,0.358,0.477,139.045
935,0.852,0.787,8.0,-4.134,0.0,0.334,0.315,0.0,0.194,0.701,87.976
936,0.879,0.635,9.0,-5.098,1.0,0.258,0.0517,0.0,0.0786,0.568,146.972
937,0.761,0.736,2.0,-3.403,1.0,0.212,0.08,0.0272,0.145,0.273,173.947
938,0.749,0.671,6.0,-5.151,1.0,0.0599,0.68,0.0,0.167,0.756,81.994
939,0.964,0.605,9.0,-6.223,1.0,0.179,0.0668,7.78e-06,0.214,0.646,129.994
940,0.602,0.81,7.0,-4.653,1.0,0.286,0.0141,7.66e-06,0.324,0.275,156.325
941,0.896,0.672,10.0,-6.875,0.0,0.0479,0.0525,3.14e-05,0.12,0.523,105.098
942,0.813,0.58,11.0,-6.724,1.0,0.0746,0.0405,8.45e-06,0.349,0.443,100.045
943,0.791,0.839,11.0,-4.284,1.0,0.266,0.0588,6.26e-05,0.259,0.383,170.113
944,0.696,0.493,11.0,-7.57,1.0,0.152,0.343,0.00015,0.206,0.146,142.976
945,0.596,0.73,9.0,-4.091,1.0,0.151,0.24,0.0,0.325,0.525,85.979
946,0.837,0.731,11.0,-5.209,0.0,0.18,0.31,0.0,0.105,0.566,78.533
947,0.706,0.786,0.0,-3.417,0.0,0.0909,0.26,0.0,0.38,0.749,150.035
948,0.747,0.716,11.0,-2.457,0.0,0.075,0.135,0.0,0.251,0.751,125.008
949,0.506,0.611,1.0,-5.498,1.0,0.0867,0.316,4.55e-05,0.136,0.374,78.697
950,0.737,0.636,11.0,-4.546,0.0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005
951,0.702,0.635,11.0,-6.917,0.0,0.265,0.0223,0.0,0.283,0.873,144.004
952,0.397,0.303,1.0,-10.413,1.0,0.11,0.798,4.16e-06,0.0824,0.17,170.22
953,0.739,0.619,10.0,-6.669,1.0,0.162,0.0572,0.0,0.105,0.58,112.961
954,0.536,0.582,3.0,-5.452,0.0,0.0433,0.0241,0.0,0.181,0.253,82.142
955,0.412,0.472,8.0,-7.543,1.0,0.0476,0.475,0.0,0.0974,0.327,139.321
956,0.726,0.889,0.0,-3.655,1.0,0.0429,0.0328,0.0,0.0925,0.649,96.024
957,0.504,0.785,8.0,-4.802,1.0,0.104,0.0738,0.0,0.239,0.502,173.968
958,0.606,0.763,10.0,-6.197,0.0,0.0669,0.00182,0.000159,0.116,0.309,130.018
959,0.706,0.728,7.0,-3.602,1.0,0.0852,0.123,0.0,0.185,0.851,121.017
960,0.584,0.614,5.0,-5.587,0.0,0.0363,0.00506,9.7e-05,0.0802,0.28,114.075
961,0.484,0.604,7.0,-3.314,1.0,0.0328,0.149,0.0,0.131,0.181,103.316
962,0.868,0.545,4.0,-9.221,1.0,0.365,0.0101,1.85e-05,0.0336,0.364,120.013
963,0.767,0.929,9.0,-3.08,0.0,0.185,0.102,0.0,0.0921,0.923,121.087
964,0.772,0.746,11.0,-3.79,0.0,0.0377,0.0166,3.95e-06,0.0453,0.775,123.98
965,0.583,0.435,5.0,-6.389,0.0,0.0478,0.0978,0.0,0.0763,0.129,128.035
966,0.415,0.399,9.0,-6.165,0.0,0.0423,0.868,0.0,0.114,0.196,146.485
967,0.643,0.695,6.0,-3.099,1.0,0.0463,0.236,0.0,0.145,0.65,123.026
968,0.605,0.777,9.0,-6.78,1.0,0.0846,0.0245,1.7e-06,0.24,0.255,99.96
969,0.655,0.355,11.0,-7.926,0.0,0.195,0.477,0.0,0.0849,0.377,90.186
970,0.659,0.946,11.0,-3.73,0.0,0.211,0.219,0.0,0.143,0.498,122.045
971,0.63,0.74,5.0,-4.786,0.0,0.0381,0.00589,1.53e-06,0.248,0.3,87.01
972,0.685,0.817,11.0,-3.788,0.0,0.0847,0.00273,0.00105,0.079,0.454,125.004
973,0.631,0.819,9.0,-4.24,1.0,0.122,0.0767,0.0,0.1,0.733,125.928
974,0.39,0.631,9.0,-4.701,0.0,0.0769,0.209,0.0,0.277,0.197,123.042
975,0.486,0.605,9.0,-5.574,1.0,0.0365,0.139,0.0,0.105,0.33,141.319
976,0.484,0.836,1.0,-2.767,1.0,0.0393,0.0159,0.0,0.089,0.594,90.878
977,0.627,0.772,11.0,-6.76,0.0,0.107,0.00127,0.0,0.0661,0.236,130.932
978,0.59,0.746,11.0,-4.429,0.0,0.261,0.00102,3.85e-05,0.0586,0.846,105.008
979,0.692,0.897,11.0,-2.464,0.0,0.0924,0.046,1.17e-05,0.171,0.788,116.081
980,0.43,0.655,7.0,-4.543,0.0,0.0381,0.661,0.0,0.0743,0.12,53.254
981,0.559,0.849,3.0,-4.676,1.0,0.0454,0.0854,0.0,0.328,0.759,86.978
982,0.461,0.914,6.0,-2.161,0.0,0.0724,0.0198,0.0,0.025,0.724,170.012
983,0.511,0.517,8.0,-6.068,0.0,0.0473,0.343,2.94e-06,0.119,0.26,77.867
984,0.333,0.469,0.0,-7.877,1.0,0.0631,0.562,0.0,0.093,0.458,170.541
985,0.505,0.624,7.0,-6.513,1.0,0.0371,0.0235,0.0,0.5,0.215,139.849
986,0.576,0.86,8.0,-3.913,1.0,0.0394,0.000875,0.0,0.316,0.594,87.461
987,0.511,0.897,2.0,-4.492,1.0,0.07,0.048,0.0,0.196,0.327,164.908
988,0.779,0.474,8.0,-6.851,0.0,0.287,0.143,5.01e-05,0.108,0.562,77.977
989,0.607,0.437,4.0,-7.592,1.0,0.153,0.501,1.24e-06,0.629,0.619,180.048
990,0.7,0.4,2.0,-5.903,1.0,0.062,0.367,1.21e-05,0.115,0.557,131.866
991,0.359,0.883,1.0,-3.535,1.0,0.0907,0.0753,0.0,0.112,0.481,171.725
992,0.587,0.922,5.0,-5.22,1.0,0.0365,0.00423,0.0,0.214,0.667,142.038
993,0.422,0.668,11.0,-6.953,0.0,0.554,0.0226,0.0,0.239,0.853,191.595
994,0.568,0.683,11.0,-4.103,0.0,0.0361,0.132,0.0,0.1,0.234,115.015
995,0.58,0.436,5.0,-6.345,0.0,0.0452,0.102,0.0,0.0852,0.124,127.914
996,0.425,0.283,4.0,-12.007,1.0,0.0387,0.481,0.0,0.289,0.467,92.66
997,0.434,0.702,9.0,-4.681,1.0,0.0305,0.00346,0.0,0.232,0.15,159.94
998,0.663,0.431,2.0,-6.355,1.0,0.12,0.534,0.0,0.131,0.42,127.637
999,0.538,0.6,6.0,-5.463,1.0,0.0489,0.0273,0.0,0.147,0.26,81.888
1000,0.689,0.584,1.0,-5.768,0.0,0.119,0.339,0.0,0.297,0.676,156.572
1001,0.767,0.543,1.0,-7.881,0.0,0.103,0.049,0.0,0.115,0.485,106.029
1002,0.856,0.632,6.0,-3.692,0.0,0.074,0.193,0.0,0.0688,0.697,112.009
1003,0.606,0.24,3.0,-7.102,1.0,0.0369,0.772,0.0,0.0819,0.526,96.792
1004,0.633,0.793,10.0,-4.126,1.0,0.055,0.0537,0.0,0.16,0.414,103.97
1005,0.766,0.5,1.0,-7.626,1.0,0.152,0.419,0.0,0.108,0.495,107.045
1006,0.746,0.538,10.0,-6.479,1.0,0.32,0.389,0.0,0.139,0.516,101.018
1007,0.439,0.447,10.0,-8.318,0.0,0.0436,0.111,0.0,0.303,0.11,121.48
1008,0.565,0.771,1.0,-5.22,1.0,0.213,0.00464,0.0,0.0568,0.573,168.385
1009,0.7,0.74,11.0,-4.617,1.0,0.184,0.254,0.0,0.0682,0.663,79.015
1010,0.827,0.702,6.0,-7.264,1.0,0.267,0.226,5.04e-05,0.158,0.694,130.02
1011,0.66,0.698,5.0,-6.266,0.0,0.0467,0.0266,0.0,0.296,0.396,120.959
1012,0.74,0.453,5.0,-7.58,0.0,0.151,0.264,7.13e-05,0.129,0.514,98.057
1013,0.497,0.507,5.0,-8.075,0.0,0.0585,0.214,4.79e-06,0.0948,0.192,119.432
1014,0.72,0.583,11.0,-4.515,0.0,0.173,0.478,0.0,0.17,0.325,149.791
1015,0.556,0.723,0.0,-5.338,1.0,0.149,0.0293,0.0,0.13,0.555,110.628
1016,0.683,0.593,4.0,-5.796,1.0,0.191,0.323,0.0,0.161,0.672,156.941
1017,0.562,0.688,4.0,-5.353,1.0,0.0794,0.0391,0.0,0.235,0.707,79.979
1018,0.776,0.589,9.0,-4.543,0.0,0.115,0.319,0.0,0.0715,0.668,120.034
1019,0.765,0.638,11.0,-4.548,0.0,0.13,0.199,0.0,0.669,0.626,113.981
1020,0.876,0.609,9.0,-7.234,0.0,0.223,0.0155,1.38e-06,0.0712,0.673,103.214
1021,0.559,0.462,9.0,-8.843,1.0,0.216,0.23,0.0,0.0997,0.65,115.587
1022,0.662,0.51,1.0,-8.418,0.0,0.0477,0.275,0.0,0.339,0.504,139.971
1023,0.539,0.841,1.0,-3.613,1.0,0.138,0.0319,0.0,0.0967,0.397,77.079
1024,0.721,0.593,0.0,-4.768,0.0,0.0397,0.275,0.0,0.0714,0.721,145.025
1025,0.699,0.691,11.0,-5.813,1.0,0.31,0.267,0.0,0.283,0.618,78.874
1026,0.567,0.539,0.0,-11.203,0.0,0.169,0.122,0.0,0.11,0.429,91.205
1027,0.738,0.443,5.0,-9.614,0.0,0.0707,0.653,0.0,0.103,0.687,127.084
1028,0.411,0.58,0.0,-5.988,1.0,0.0684,0.488,0.0,0.119,0.27,140.55
1029,0.662,0.326,4.0,-5.529,1.0,0.0293,0.837,0.0,0.0985,0.634,95.926
1030,0.653,0.553,8.0,-6.888,0.0,0.236,0.0799,0.0,0.313,0.468,118.004
1031,0.614,0.475,7.0,-8.642,0.0,0.0362,0.395,1.06e-06,0.265,0.422,99.968
1032,0.455,0.688,8.0,-4.747,1.0,0.113,0.041,0.0,0.354,0.413,148.038
1033,0.497,0.742,8.0,-2.458,1.0,0.054,0.028,0.00128,0.217,0.324,172.007
1034,0.446,0.435,9.0,-5.874,1.0,0.107,0.621,0.0,0.107,0.232,50.176
1035,0.811,0.717,2.0,-4.293,1.0,0.0511,0.267,0.0,0.128,0.802,97.992
1036,0.479,0.711,6.0,-4.977,0.0,0.236,0.456,0.0,0.215,0.347,79.54
1037,0.608,0.466,6.0,-7.268,0.0,0.286,0.326,0.0,0.099,0.307,91.947
1038,0.607,0.557,1.0,-4.501,1.0,0.0345,0.148,0.0,0.092,0.351,180.081
1039,0.443,0.627,1.0,-4.481,0.0,0.151,0.00677,0.0,0.0656,0.351,128.485
1040,0.448,0.241,10.0,-8.643,1.0,0.0328,0.855,0.0,0.124,0.131,131.259
1041,0.558,0.778,3.0,-4.03,0.0,0.274,0.0719,0.0,0.0905,0.294,88.125
1042,0.832,0.686,11.0,-5.405,0.0,0.159,0.0122,0.0,0.334,0.48,122.948
1043,0.691,0.769,7.0,-4.669,1.0,0.211,0.216,0.0,0.326,0.563,158.018
1044,0.571,0.515,7.0,-8.93,1.0,0.445,0.414,0.0,0.121,0.443,133.106
1045,0.683,0.646,1.0,-7.159,0.0,0.135,0.0504,0.0,0.115,0.472,140.966
1046,0.564,0.568,5.0,-7.091,0.0,0.248,0.0531,0.000141,0.164,0.417,191.923
1047,0.626,0.698,3.0,-6.122,0.0,0.0499,0.0691,0.0,0.165,0.809,137.919
1048,0.435,0.383,0.0,-5.389,0.0,0.0331,0.515,0.0,0.0968,0.209,71.376
1049,0.64,0.64,8.0,-6.105,0.0,0.138,0.469,0.0,0.265,0.761,135.953
1050,0.746,0.825,1.0,-4.666,1.0,0.169,0.0142,0.0107,0.121,0.584,152.914
1051,0.944,0.511,5.0,-10.96,0.0,0.161,0.042,0.00107,0.0379,0.842,113.046
1052,0.577,0.576,2.0,-6.299,1.0,0.0563,0.0143,0.0,0.602,0.12,133.973
1053,0.826,0.647,5.0,-6.306,0.0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017
1054,0.808,0.752,7.0,-5.024,0.0,0.0733,0.0316,2.5e-05,0.405,0.568,113.993
1055,0.691,0.716,11.0,-5.683,0.0,0.174,0.324,5.69e-06,0.0788,0.441,104.696
1056,0.904,0.813,4.0,-7.105,0.0,0.121,0.0311,0.00697,0.0471,0.81,125.461
1057,0.701,0.724,0.0,-5.751,0.0,0.145,0.267,0.0,0.0867,0.425,132.035
1058,0.901,0.812,4.0,-7.039,0.0,0.107,0.0324,0.00906,0.0493,0.785,125.462
1059,0.764,0.802,1.0,-4.458,1.0,0.235,0.0317,0.00171,0.114,0.592,152.934
1060,0.737,0.723,0.0,-5.834,1.0,0.261,0.0864,4.47e-06,0.522,0.555,148.113
1061,0.714,0.6,6.0,-8.365,1.0,0.0876,0.0465,0.0,0.0646,0.504,82.017
1062,0.739,0.616,8.0,-7.246,1.0,0.0621,0.0808,0.0,0.0759,0.341,129.016
1063,0.697,0.629,9.0,-5.757,1.0,0.0425,0.409,3.8e-06,0.0819,0.439,123.279
1064,0.527,0.696,1.0,-6.015,0.0,0.361,0.209,0.0,0.0516,0.499,100.614
1065,0.694,0.719,7.0,-4.538,1.0,0.0484,0.00131,1.47e-05,0.0714,0.352,129.961
1066,0.8,0.496,7.0,-7.135,1.0,0.0506,0.000298,0.0,0.0697,0.357,128.29
1067,0.743,0.618,8.0,-7.227,1.0,0.0732,0.076,0.0,0.0731,0.285,129.034
1068,0.931,0.486,6.0,-10.558,1.0,0.139,0.0579,0.0,0.161,0.896,120.026
1069,0.859,0.746,9.0,-3.014,1.0,0.0663,0.0301,0.000877,0.169,0.543,75.002
1070,0.626,0.615,8.0,-7.667,1.0,0.0898,0.189,1.2e-05,0.127,0.0795,123.048
1071,0.721,0.541,7.0,-8.623,0.0,0.0659,0.063,4.47e-06,0.165,0.263,96.046
1072,0.941,0.631,1.0,-5.998,0.0,0.114,0.0366,1.8e-06,0.0311,0.63,128.597
1073,0.691,0.389,6.0,-10.125,1.0,0.0653,0.255,0.0,0.0981,0.437,122.219
1074,0.547,0.594,6.0,-8.389,1.0,0.155,0.0504,0.0,0.0746,0.501,81.9
1075,0.964,0.595,1.0,-6.887,0.0,0.109,0.0248,5.14e-06,0.0405,0.629,128.593
1076,0.893,0.665,1.0,-5.07,1.0,0.137,0.0201,0.0,0.299,0.874,107.029
1077,0.669,0.725,11.0,-6.386,1.0,0.0337,0.0215,0.0,0.158,0.287,131.963
1078,0.754,0.809,11.0,-6.809,1.0,0.292,0.0391,8.04e-06,0.0558,0.722,127.982
1079,0.851,0.664,7.0,-7.623,1.0,0.0649,0.0052,0.312,0.0716,0.355,131.98
1080,0.655,0.523,6.0,-6.582,1.0,0.0329,0.0223,0.0,0.114,0.232,122.02
1081,0.766,0.561,1.0,-6.167,1.0,0.168,0.106,0.000489,0.105,0.597,119.978
1082,0.229,0.255,10.0,-12.534,1.0,0.0369,0.934,6.38e-06,0.128,0.157,96.64
1083,0.575,0.592,6.0,-8.782,1.0,0.188,0.14,0.0,0.0761,0.466,81.536
1084,0.768,0.695,8.0,-5.55,1.0,0.0303,0.0091,0.00508,0.058,0.794,106.977
1085,0.805,0.896,7.0,-2.53,0.0,0.0414,0.0176,0.00293,0.336,0.776,98.738
1086,0.709,0.96,8.0,-4.465,1.0,0.0898,0.00157,7.82e-05,0.893,0.665,133.037
1087,0.826,0.683,6.0,-6.947,0.0,0.135,0.00448,8.39e-05,0.17,0.736,128.98
1088,0.891,0.893,2.0,-5.808,1.0,0.111,0.0195,0.00186,0.262,0.774,122.03
1089,0.848,0.964,6.0,-3.727,1.0,0.234,0.0643,1.6e-06,0.167,0.412,129.009
1090,0.232,0.214,8.0,-12.173,1.0,0.0352,0.903,7.09e-06,0.125,0.0966,83.04
1091,0.432,0.632,1.0,-7.553,1.0,0.155,0.0154,3.68e-05,0.156,0.252,145.479
1092,0.692,0.776,4.0,-4.374,0.0,0.0791,0.118,0.0,0.185,0.732,79.02
1093,0.903,0.674,10.0,-5.061,0.0,0.12,0.0199,0.0,0.309,0.867,106.952
1094,0.416,0.212,0.0,-10.893,1.0,0.0401,0.412,0.0,0.534,0.121,149.665
1095,0.574,0.696,0.0,-6.301,1.0,0.068,0.258,0.0,0.192,0.239,121.173
1096,0.732,0.761,5.0,-4.163,0.0,0.0544,0.00297,1.62e-05,0.0996,0.265,99.963
1097,0.639,0.744,7.0,-6.95,0.0,0.0893,0.0149,0.0,0.158,0.379,147.855
1098,0.268,0.277,10.0,-10.779,1.0,0.0409,0.898,0.0,0.117,0.366,79.113
1099,0.401,0.537,9.0,-6.033,1.0,0.0436,0.379,0.0,0.686,0.473,129.927
1100,0.743,0.675,8.0,-4.267,0.0,0.0953,0.0251,0.000717,0.0685,0.59,92.909
1101,0.77,0.505,1.0,-7.345,1.0,0.0828,0.311,7.4e-05,0.0777,0.757,171.798
1102,0.607,0.784,7.0,-6.293,1.0,0.268,0.433,0.0,0.689,0.482,81.004
1103,0.811,0.458,5.0,-9.688,0.0,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94
1104,0.744,0.851,10.0,-10.108,0.0,0.049,0.0267,0.00738,0.0989,0.626,105.882
1105,0.709,0.246,8.0,-12.51,0.0,0.268,0.255,5.76e-06,0.124,0.292,126.893
1106,0.648,0.622,7.0,-6.063,1.0,0.0428,0.00152,5.97e-05,0.109,0.51,88.684
1107,0.52,0.449,5.0,-8.957,0.0,0.0331,0.205,0.000687,0.191,0.364,189.243
1108,0.719,0.631,6.0,-7.411,1.0,0.0451,0.0235,0.702,0.0686,0.456,80.126
1109,0.679,0.597,11.0,-8.601,0.0,0.0439,0.0913,0.000673,0.0487,0.9,184.174
1110,0.645,0.56,9.0,-8.762,1.0,0.0345,0.00495,9.51e-05,0.0501,0.345,141.872
1111,0.674,0.707,10.0,-10.799,0.0,0.0343,0.00265,0.00214,0.352,0.712,104.854
1112,0.799,0.642,8.0,-5.523,0.0,0.13,0.0463,0.0,0.0616,0.536,92.907
1113,0.77,0.679,0.0,-6.488,0.0,0.061,0.103,0.00739,0.15,0.845,95.885
1114,0.736,0.666,8.0,-4.268,0.0,0.0783,0.025,0.000666,0.0682,0.578,92.927
1115,0.732,0.586,8.0,-6.866,1.0,0.0285,0.0991,3.97e-06,0.0728,0.567,95.996
1116,0.506,0.908,0.0,-3.339,0.0,0.435,0.117,0.0,0.301,0.614,158.046
1117,0.762,0.524,10.0,-8.511,0.0,0.0966,0.026,0.0,0.1,0.662,84.979
1118,0.837,0.784,9.0,-3.874,1.0,0.0866,0.0387,0.471,0.32,0.836,145.578
1119,0.763,0.525,10.0,-8.504,0.0,0.0954,0.027,0.0,0.108,0.666,84.986
1120,0.636,0.284,1.0,-12.076,0.0,0.263,0.276,0.0,0.0792,0.354,126.671
1121,0.78,0.548,1.0,-6.344,1.0,0.129,0.179,7.13e-05,0.0702,0.782,171.825
1122,0.772,0.552,8.0,-6.328,1.0,0.148,0.191,4.46e-05,0.0697,0.782,171.712
1123,0.769,0.449,1.0,-9.555,1.0,0.0945,0.233,3.04e-05,0.0562,0.772,171.849
1124,0.817,0.688,6.0,-5.288,0.0,0.0392,0.0388,0.0,0.288,0.605,124.018
1125,0.813,0.535,10.0,-8.591,0.0,0.164,0.0868,0.00266,0.153,0.747,181.594
1126,0.695,0.695,7.0,-5.48,1.0,0.0427,0.0905,0.315,0.0561,0.63,80.704
1127,0.739,0.598,8.0,-6.541,0.0,0.0941,0.0268,0.000532,0.059,0.594,92.934
1128,0.575,0.766,7.0,-6.27,1.0,0.275,0.387,0.0,0.862,0.489,81.05
1129,0.701,0.697,10.0,-12.643,0.0,0.0912,0.000888,0.485,0.301,0.617,108.554
1130,0.738,0.587,1.0,-7.236,1.0,0.0995,0.00191,0.026,0.0414,0.781,186.411
1131,0.65,0.752,10.0,-7.173,0.0,0.294,0.195,1.08e-05,0.0587,0.576,171.887
1132,0.648,0.636,7.0,-6.054,1.0,0.0401,0.0011,6.39e-05,0.125,0.532,88.692
1133,0.649,0.669,8.0,-6.109,1.0,0.321,0.243,0.0,0.157,0.338,179.606
1134,0.729,0.669,7.0,-6.268,1.0,0.0678,0.0613,0.0,0.165,0.269,166.149
1135,0.882,0.671,2.0,-5.161,1.0,0.126,0.171,0.0,0.0988,0.34,95.018
1136,0.641,0.145,1.0,-19.458,0.0,0.187,0.438,2.03e-06,0.108,0.284,125.36
1137,0.902,0.552,6.0,-10.858,1.0,0.234,0.022,0.000568,0.105,0.697,90.88
1138,0.767,0.567,2.0,-7.501,0.0,0.0351,0.274,0.0,0.192,0.727,101.915
1139,0.736,0.666,8.0,-4.268,0.0,0.0783,0.025,0.000666,0.0682,0.578,92.927
1140,0.425,0.717,0.0,-6.241,1.0,0.0791,0.0698,0.0,0.294,0.328,172.553
1141,0.75,0.521,1.0,-8.503,1.0,0.0633,0.0391,0.0,0.0866,0.657,85.015
1142,0.639,0.717,11.0,-7.51,0.0,0.0538,0.0243,0.000386,0.492,0.729,162.724
1143,0.844,0.521,5.0,-6.981,0.0,0.178,0.0709,0.0,0.104,0.699,115.056
1144,0.812,0.636,1.0,-8.427,1.0,0.0472,0.16,0.0,0.0737,0.852,88.927
1145,0.656,0.421,0.0,-7.404,1.0,0.0238,0.0873,0.0,0.113,0.237,79.906
1146,0.677,0.92,2.0,-5.013,1.0,0.0304,0.0262,5.08e-05,0.173,0.711,95.006
1147,0.837,0.459,1.0,-7.675,1.0,0.0406,0.0194,0.128,0.0638,0.694,170.161
1148,0.557,0.522,6.0,-11.398,0.0,0.0683,0.043,1.08e-06,0.431,0.196,90.52
1149,0.817,0.262,10.0,-10.254,1.0,0.114,0.197,0.000436,0.0507,0.724,62.237
1150,0.699,0.592,6.0,-8.298,1.0,0.262,0.273,0.0,0.202,0.589,94.933
1151,0.673,0.683,1.0,-5.693,1.0,0.115,0.522,0.0,0.235,0.713,171.86
1152,0.72,0.802,1.0,-5.797,1.0,0.0582,0.0921,0.0,0.694,0.723,124.043
1153,0.808,0.545,0.0,-5.728,0.0,0.0346,0.529,0.0,0.0967,0.822,109.96
1154,0.727,0.649,0.0,-5.356,1.0,0.0338,0.661,0.0,0.111,0.669,129.992
1155,0.69,0.545,9.0,-5.979,0.0,0.211,0.283,0.0,0.481,0.505,72.346
1156,0.671,0.939,8.0,-3.206,1.0,0.161,0.192,0.0,0.298,0.529,129.023
1157,0.637,0.73,5.0,-5.38,0.0,0.0874,0.323,0.0,0.0981,0.732,93.867
1158,0.622,0.503,8.0,-6.417,1.0,0.0433,0.265,0.000473,0.0596,0.58,93.984
1159,0.706,0.572,8.0,-5.799,0.0,0.0326,0.0262,0.0,0.585,0.574,139.982
1160,0.593,0.883,8.0,-4.781,1.0,0.186,0.0124,0.0,0.177,0.671,155.171
1161,0.711,0.753,4.0,-6.461,0.0,0.0766,0.028,2.96e-05,0.152,0.588,126.051
